item_id,user_gender,img_ref,page_ref,temp_min,temp_max
118,F,http://s7d2.scene7.com/is/image/PoloGSI/s7-1195574_lifestyle?wid=2000&hei=2000,https://www.ralphlauren.com/product-archive/draped-striped-cotton-sweater/325525.html?productId=81245566,14,19
119,F,https://is4.fwrdassets.com/images/p/fw/z/STAD-WS14_V1.jpg,https://www.fwrd.com,26,50
120,F,https://is4.fwrdassets.com/images/p/fw/z/CLOE-WS121_V1.jpg,https://www.fwrd.com/product-chloe-/CLOE-WS121/?d=Womens,21,24
121,F,https://is4.fwrdassets.com/images/p/fw/z/ANUI-WK34_V1.jpg,https://www.fwrd.com/product-alanui-/ANUI-WK34/?d=Womens,14,19
122,F,https://is4.fwrdassets.com/images/p/fw/z/JILS-WK13_V1.jpg,https://www.fwrd.com/product-jil-sander-/JILS-WK13/?d=Womens,14,19
123,F,https://is4.fwrdassets.com/images/p/fw/z/AUNF-WK6_V1.jpg,https://www.fwrd.com,14,19
124,F,https://is4.fwrdassets.com/images/p/fw/z/AUNF-WS19_V1.jpg,https://www.fwrd.com,21,24
125,F,https://is4.fwrdassets.com/images/p/fw/z/ANUI-WK31_V1.jpg,https://www.fwrd.com,12,17
126,M,"https://img.ssensemedia.com/image/upload/b_white/c_scale,h_820/f_auto,dpr_2.0/191001M177010_1.jpg",https://www.ssense.com/en-us/men/product/diesel/black-denim-bray-jacket/3651009,17,20
127,M,"https://img.ssensemedia.com/image/upload/b_white/c_scale,h_820/f_auto,dpr_2.0/191129M177005_1.jpg",https://www.ssense.com/en-us/men/product/acne-studios/pink-and-blue-bla-konst-denim-1998-jacket/3467129,15,18
128,M,"https://img.ssensemedia.com/image/upload/b_white/c_scale,h_820/f_auto,dpr_2.0/191129M177002_1.jpg",https://www.ssense.com/en-us/men/product/acne-studios/blue-bla-konst-denim-1998-jacket/3467099,15,18
129,M,"https://img.ssensemedia.com/image/upload/b_white/c_scale,h_820/f_auto,dpr_2.0/191129M192009_1.jpg",https://www.ssense.com/en-us/men/product/acne-studios/blue-bla-konst-saira-shirt/3467209,26,50
130,M,"https://img.ssensemedia.com/image/upload/b_white/c_scale,h_820/f_auto,dpr_2.0/191129M204011_1.jpg",https://www.ssense.com/en-us/men/product/acne-studios/yellow-febo-loops-sweatshirt/3462149,14,19
131,M,"https://img.ssensemedia.com/image/upload/b_white/c_scale,h_820/f_auto,dpr_2.0/191129M180009_1.jpg",https://www.ssense.com/en-us/men/product/acne-studios/grey-ollys-jacket/3492409,15,18
132,M,"https://img.ssensemedia.com/image/upload/b_white/c_scale,h_820/f_auto,dpr_2.0/191129M180004_1.jpg",https://www.ssense.com/en-us/men/product/acne-studios/grey-orton-jacket/3461329,15,18
133,M,"https://img.ssensemedia.com/image/upload/b_white/c_scale,h_820/f_auto,dpr_2.0/191129M180007_1.jpg",https://www.ssense.com/en-us/men/product/acne-studios/beige-knit-komber-jacket/3461769,12,17
134,M,"https://img.ssensemedia.com/image/upload/b_white/c_scale,h_820/f_auto,dpr_2.0/191387M192017_1.jpg",https://www.ssense.com/en-us/men/product/kenzo/blue-logo-casual-shirt/3569379,21,24
135,M,"https://img.ssensemedia.com/image/upload/b_white/c_scale,h_820/f_auto,dpr_2.0/191387M192009_1.jpg",https://www.ssense.com/en-us/men/product/kenzo/blue-and-red-oversized-flying-phoenix-shirt/3562339,26,50
